iana_name,standard_abbr,standard_utc_offset,windows_name,windows_display,custom_label,current_iana_name,current_standard_abbr,current_standard_utc_offset,current_windows_name,current_windows_display,current_custom_label,closest_sig_current_iana_name,closest_sig_current_standard_abbr,closest_sig_current_standard_utc_offset,closest_sig_current_windows_name,closest_sig_current_windows_display,closest_sig_current_custom_label
Indian/Mauritius,+04,+0400,Mauritius Standard Time,(UTC+04:00) Port Louis,+04:00 Indian/Mauritius,Asia/Dubai,+04,+0400,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat",+04:00 Asia/Dubai,Asia/Dubai,+04,+0400,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat",+04:00 Asia/Dubai
Indian/Reunion,+04,+0400,Mauritius Standard Time,(UTC+04:00) Port Louis,+04:00 Indian/Reunion,Asia/Dubai,+04,+0400,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat",+04:00 Asia/Dubai,Asia/Dubai,+04,+0400,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat",+04:00 Asia/Dubai
Africa/Casablanca,+01,+0100,Morocco Standard Time,(UTC) Casablanca,+01:00 Africa/Casablanca,Africa/Casablanca,+01,+0100,Morocco Standard Time,(UTC) Casablanca,+01:00 Africa/Casablanca,Africa/Casablanca,+01,+0100,Morocco Standard Time,(UTC) Casablanca,+01:00 Africa/Casablanca
Africa/El_Aaiun,+01,+0100,Morocco Standard Time,(UTC) Casablanca,+01:00 Africa/El_Aaiun,Africa/Casablanca,+01,+0100,Morocco Standard Time,(UTC) Casablanca,+01:00 Africa/Casablanca,Africa/Casablanca,+01,+0100,Morocco Standard Time,(UTC) Casablanca,+01:00 Africa/Casablanca
Asia/Kathmandu,+0545,+0545,Nepal Standard Time,(UTC+05:45) Kathmandu,+05:45 Asia/Kathmandu,Asia/Kathmandu,+0545,+0545,Nepal Standard Time,(UTC+05:45) Kathmandu,+05:45 Asia/Kathmandu,Asia/Kathmandu,+0545,+0545,Nepal Standard Time,(UTC+05:45) Kathmandu,+05:45 Asia/Kathmandu
Asia/Katmandu,+0545,+0545,Nepal Standard Time,(UTC+05:45) Kathmandu,+05:45 Asia/Katmandu,Asia/Kathmandu,+0545,+0545,Nepal Standard Time,(UTC+05:45) Kathmandu,+05:45 Asia/Kathmandu,Asia/Kathmandu,+0545,+0545,Nepal Standard Time,(UTC+05:45) Kathmandu,+05:45 Asia/Kathmandu
America/Boise,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Boise,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver
America/Cambridge_Bay,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Cambridge_Bay,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver
America/Ciudad_Juarez,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Ciudad_Juarez,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver
America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver
America/Edmonton,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Edmonton,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver
America/Inuvik,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Inuvik,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver
America/Shiprock,MT,-0700,NA,NA,-07:00 America/Shiprock,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver
America/Yellowknife,MT,-0700,NA,NA,-07:00 America/Yellowknife,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver
Canada/Mountain,MT,-0700,NA,NA,-07:00 Canada/Mountain,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver
MST7MDT,MT,-0700,NA,NA,-07:00 MST7MDT,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver
Navajo,MT,-0700,NA,NA,-07:00 Navajo,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver
US/Mountain,MT,-0700,NA,NA,-07:00 US/Mountain,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver,America/Denver,MT,-0700,Mountain Standard Time,(UTC-07:00) Mountain Time (US & Canada),-07:00 America/Denver
America/Santiago,-03,-0300,Pacific SA Standard Time,(UTC-03:00) Santiago,-03:00 America/Santiago,America/Santiago,-03,-0300,Pacific SA Standard Time,(UTC-03:00) Santiago,-03:00 America/Santiago,America/Santiago,-03,-0300,Pacific SA Standard Time,(UTC-03:00) Santiago,-03:00 America/Santiago
Chile/Continental,-03,-0300,NA,NA,-03:00 Chile/Continental,America/Santiago,-03,-0300,Pacific SA Standard Time,(UTC-03:00) Santiago,-03:00 America/Santiago,America/Santiago,-03,-0300,Pacific SA Standard Time,(UTC-03:00) Santiago,-03:00 America/Santiago
Antarctica/DumontDUrville,+10,+1000,West Pacific Standard Time,"(UTC+10:00) Guam, Port Moresby",+10:00 Antarctica/DumontDUrville,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane
Asia/Ust-Nera,+10,+1000,Vladivostok Standard Time,(UTC+11:00) Vladivostok,+10:00 Asia/Ust-Nera,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane
Asia/Vladivostok,+10,+1000,Vladivostok Standard Time,(UTC+11:00) Vladivostok,+10:00 Asia/Vladivostok,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane
Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane
Australia/Lindeman,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Lindeman,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane
Australia/Queensland,AEST,+1000,NA,NA,+10:00 Australia/Queensland,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane
Etc/GMT-10,+10,+1000,West Pacific Standard Time,"(UTC+10:00) Guam, Port Moresby",+10:00 Etc/GMT-10,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane
Pacific/Chuuk,+10,+1000,NA,NA,+10:00 Pacific/Chuuk,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane
Pacific/Guam,ChST,+1000,West Pacific Standard Time,"(UTC+10:00) Guam, Port Moresby",+10:00 Pacific/Guam,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane
Pacific/Port_Moresby,+10,+1000,West Pacific Standard Time,"(UTC+10:00) Guam, Port Moresby",+10:00 Pacific/Port_Moresby,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane
Pacific/Saipan,ChST,+1000,West Pacific Standard Time,"(UTC+10:00) Guam, Port Moresby",+10:00 Pacific/Saipan,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane
Pacific/Truk,+10,+1000,West Pacific Standard Time,"(UTC+10:00) Guam, Port Moresby",+10:00 Pacific/Truk,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane
Pacific/Yap,+10,+1000,NA,NA,+10:00 Pacific/Yap,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane,Australia/Brisbane,AEST,+1000,E. Australia Standard Time,(UTC+10:00) Brisbane,+10:00 Australia/Brisbane
America/Creston,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Creston,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix
America/Dawson,MT,-0700,Yukon Standard Time,(UTC-07:00) Yukon,-07:00 America/Dawson,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix
America/Dawson_Creek,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Dawson_Creek,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix
America/Fort_Nelson,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Fort_Nelson,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix
America/Hermosillo,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Hermosillo,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix
America/Mazatlan,MT,-0700,Mountain Standard Time (Mexico),"(UTC-07:00) Chihuahua, La Paz, Mazatlan",-07:00 America/Mazatlan,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix
America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix
America/Whitehorse,MT,-0700,Yukon Standard Time,(UTC-07:00) Yukon,-07:00 America/Whitehorse,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix
Canada/Yukon,MT,-0700,NA,NA,-07:00 Canada/Yukon,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix
Etc/GMT+7,-07,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 Etc/GMT+7,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix
Mexico/BajaSur,MT,-0700,NA,NA,-07:00 Mexico/BajaSur,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix
MST,MT,-0700,NA,NA,-07:00 MST,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix
US/Arizona,MT,-0700,NA,NA,-07:00 US/Arizona,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix,America/Phoenix,MT,-0700,US Mountain Standard Time,(UTC-07:00) Arizona,-07:00 America/Phoenix
Antarctica/Macquarie,AEST,+1000,Tasmania Standard Time,(UTC+10:00) Hobart,+10:00 Antarctica/Macquarie,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney
Australia/ACT,AEST,+1000,NA,NA,+10:00 Australia/ACT,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney
Australia/Canberra,AEST,+1000,NA,NA,+10:00 Australia/Canberra,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney
Australia/Currie,AEST,+1000,NA,NA,+10:00 Australia/Currie,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney
Australia/Hobart,AEST,+1000,Tasmania Standard Time,(UTC+10:00) Hobart,+10:00 Australia/Hobart,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney
Australia/Melbourne,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Melbourne,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney
Australia/NSW,AEST,+1000,NA,NA,+10:00 Australia/NSW,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney
Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney
Australia/Tasmania,AEST,+1000,NA,NA,+10:00 Australia/Tasmania,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney
Australia/Victoria,AEST,+1000,NA,NA,+10:00 Australia/Victoria,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney,Australia/Sydney,AEST,+1000,AUS Eastern Standard Time,"(UTC+10:00) Canberra, Melbourne, Sydney",+10:00 Australia/Sydney
America/Asuncion,-04,-0400,Paraguay Standard Time,(UTC-04:00) Asuncion,-04:00 America/Asuncion,America/Asuncion,-04,-0400,Paraguay Standard Time,(UTC-04:00) Asuncion,-04:00 America/Asuncion,America/Asuncion,-04,-0400,Paraguay Standard Time,(UTC-04:00) Asuncion,-04:00 America/Asuncion
Antarctica/McMurdo,NZST,+1200,New Zealand Standard Time,"(UTC+12:00) Auckland, Wellington",+12:00 Antarctica/McMurdo,Pacific/Auckland,NZST,+1200,New Zealand Standard Time,"(UTC+12:00) Auckland, Wellington",+12:00 Pacific/Auckland,Pacific/Auckland,NZST,+1200,New Zealand Standard Time,"(UTC+12:00) Auckland, Wellington",+12:00 Pacific/Auckland
Antarctica/South_Pole,NZST,+1200,NA,NA,+12:00 Antarctica/South_Pole,Pacific/Auckland,NZST,+1200,New Zealand Standard Time,"(UTC+12:00) Auckland, Wellington",+12:00 Pacific/Auckland,Pacific/Auckland,NZST,+1200,New Zealand Standard Time,"(UTC+12:00) Auckland, Wellington",+12:00 Pacific/Auckland
NZ,NZST,+1200,NA,NA,+12:00 NZ,Pacific/Auckland,NZST,+1200,New Zealand Standard Time,"(UTC+12:00) Auckland, Wellington",+12:00 Pacific/Auckland,Pacific/Auckland,NZST,+1200,New Zealand Standard Time,"(UTC+12:00) Auckland, Wellington",+12:00 Pacific/Auckland
Pacific/Auckland,NZST,+1200,New Zealand Standard Time,"(UTC+12:00) Auckland, Wellington",+12:00 Pacific/Auckland,Pacific/Auckland,NZST,+1200,New Zealand Standard Time,"(UTC+12:00) Auckland, Wellington",+12:00 Pacific/Auckland,Pacific/Auckland,NZST,+1200,New Zealand Standard Time,"(UTC+12:00) Auckland, Wellington",+12:00 Pacific/Auckland
Asia/Gaza,EEST,+0300,West Bank Standard Time,"(UTC+02:00) Gaza, Hebron",+03:00 Asia/Gaza,Asia/Gaza,EEST,+0300,West Bank Standard Time,"(UTC+02:00) Gaza, Hebron",+03:00 Asia/Gaza,Asia/Gaza,EEST,+0300,West Bank Standard Time,"(UTC+02:00) Gaza, Hebron",+03:00 Asia/Gaza
Asia/Hebron,EEST,+0300,West Bank Standard Time,"(UTC+02:00) Gaza, Hebron",+03:00 Asia/Hebron,Asia/Gaza,EEST,+0300,West Bank Standard Time,"(UTC+02:00) Gaza, Hebron",+03:00 Asia/Gaza,Asia/Gaza,EEST,+0300,West Bank Standard Time,"(UTC+02:00) Gaza, Hebron",+03:00 Asia/Gaza
Asia/Magadan,+11,+1100,Magadan Standard Time,(UTC+12:00) Magadan,+11:00 Asia/Magadan,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin
Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin
Asia/Srednekolymsk,+11,+1100,Russia Time Zone 10,(UTC+11:00) Chokurdakh,+11:00 Asia/Srednekolymsk,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin
Etc/GMT-11,+11,+1100,Central Pacific Standard Time,"(UTC+11:00) Solomon Is., New Caledonia",+11:00 Etc/GMT-11,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin
Pacific/Bougainville,+11,+1100,Bougainville Standard Time,(UTC+11:00) Bougainville Island,+11:00 Pacific/Bougainville,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin
Pacific/Efate,+11,+1100,Central Pacific Standard Time,"(UTC+11:00) Solomon Is., New Caledonia",+11:00 Pacific/Efate,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin
Pacific/Guadalcanal,+11,+1100,Central Pacific Standard Time,"(UTC+11:00) Solomon Is., New Caledonia",+11:00 Pacific/Guadalcanal,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin
Pacific/Kosrae,+11,+1100,Central Pacific Standard Time,"(UTC+11:00) Solomon Is., New Caledonia",+11:00 Pacific/Kosrae,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin
Pacific/Noumea,+11,+1100,Central Pacific Standard Time,"(UTC+11:00) Solomon Is., New Caledonia",+11:00 Pacific/Noumea,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin
Pacific/Pohnpei,+11,+1100,NA,NA,+11:00 Pacific/Pohnpei,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin
Pacific/Ponape,+11,+1100,Central Pacific Standard Time,"(UTC+11:00) Solomon Is., New Caledonia",+11:00 Pacific/Ponape,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin,Asia/Sakhalin,+11,+1100,Sakhalin Standard Time,(UTC+11:00) Sakhalin,+11:00 Asia/Sakhalin
America/Glace_Bay,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Glace_Bay,America/Halifax,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Halifax,America/Halifax,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Halifax
America/Goose_Bay,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Goose_Bay,America/Halifax,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Halifax,America/Halifax,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Halifax
America/Halifax,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Halifax,America/Halifax,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Halifax,America/Halifax,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Halifax
America/Moncton,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Moncton,America/Halifax,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Halifax,America/Halifax,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Halifax
America/Thule,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Thule,America/Halifax,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Halifax,America/Halifax,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Halifax
Atlantic/Bermuda,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 Atlantic/Bermuda,America/Halifax,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Halifax,America/Halifax,AST,-0400,Atlantic Standard Time,(UTC-04:00) Atlantic Time (Canada),-04:00 America/Halifax
