iana_name,standard_abbr,standard_utc_offset,windows_name,windows_display,custom_label,current_iana_name,current_standard_abbr,current_standard_utc_offset,current_windows_name,current_windows_display,current_custom_label,closest_sig_current_iana_name,closest_sig_current_standard_abbr,closest_sig_current_standard_utc_offset,closest_sig_current_windows_name,closest_sig_current_windows_display,closest_sig_current_custom_label
Antarctica/Casey,+08,+0800,Central Pacific Standard Time,"(UTC+11:00) Solomon Is., New Caledonia",+08:00 Antarctica/Casey,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Brunei,+08,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Brunei,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Choibalsan,+08,+0800,NA,NA,+08:00 Asia/Choibalsan,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Chongqing,CT,+0800,NA,NA,+08:00 Asia/Chongqing,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Chungking,CT,+0800,NA,NA,+08:00 Asia/Chungking,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Harbin,CT,+0800,NA,NA,+08:00 Asia/Harbin,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Hong_Kong,HKT,+0800,China Standard Time,"(UTC+08:00) Beijing, Chongqing, Hong Kong SAR, Urumqi",+08:00 Asia/Hong_Kong,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Irkutsk,+08,+0800,North Asia East Standard Time,(UTC+09:00) Irkutsk,+08:00 Asia/Irkutsk,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Kuala_Lumpur,+08,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Kuala_Lumpur,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Kuching,+08,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Kuching,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Macao,CT,+0800,NA,NA,+08:00 Asia/Macao,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Macau,CT,+0800,China Standard Time,"(UTC+08:00) Beijing, Chongqing, Hong Kong SAR, Urumqi",+08:00 Asia/Macau,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Makassar,WITA,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Makassar,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Shanghai,CT,+0800,China Standard Time,"(UTC+08:00) Beijing, Chongqing, Hong Kong SAR, Urumqi",+08:00 Asia/Shanghai,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Singapore,+08,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Singapore,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Taipei,CT,+0800,Taipei Standard Time,(UTC+08:00) Taipei,+08:00 Asia/Taipei,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Ujung_Pandang,WITA,+0800,NA,NA,+08:00 Asia/Ujung_Pandang,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Ulaanbaatar,+08,+0800,Ulaanbaatar Standard Time,(UTC+08:00) Ulaanbaatar,+08:00 Asia/Ulaanbaatar,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Ulan_Bator,+08,+0800,NA,NA,+08:00 Asia/Ulan_Bator,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Australia/Perth,AWST,+0800,W. Australia Standard Time,(UTC+08:00) Perth,+08:00 Australia/Perth,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Australia/West,AWST,+0800,NA,NA,+08:00 Australia/West,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Etc/GMT-8,+08,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Etc/GMT-8,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Hongkong,HKT,+0800,NA,NA,+08:00 Hongkong,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
PRC,CT,+0800,NA,NA,+08:00 PRC,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
ROC,CT,+0800,NA,NA,+08:00 ROC,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Singapore,+08,+0800,NA,NA,+08:00 Singapore,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila,Asia/Manila,PT,+0800,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",+08:00 Asia/Manila
Asia/Calcutta,IST,+0530,India Standard Time,"(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi",+05:30 Asia/Calcutta,Asia/Kolkata,IST,+0530,India Standard Time,"(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi",+05:30 Asia/Kolkata,Asia/Kolkata,IST,+0530,India Standard Time,"(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi",+05:30 Asia/Kolkata
Asia/Colombo,+0530,+0530,Sri Lanka Standard Time,(UTC+05:30) Sri Jayawardenepura,+05:30 Asia/Colombo,Asia/Kolkata,IST,+0530,India Standard Time,"(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi",+05:30 Asia/Kolkata,Asia/Kolkata,IST,+0530,India Standard Time,"(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi",+05:30 Asia/Kolkata
Asia/Kolkata,IST,+0530,India Standard Time,"(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi",+05:30 Asia/Kolkata,Asia/Kolkata,IST,+0530,India Standard Time,"(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi",+05:30 Asia/Kolkata,Asia/Kolkata,IST,+0530,India Standard Time,"(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi",+05:30 Asia/Kolkata
Africa/Addis_Ababa,EAT,+0300,E. Africa Standard Time,(UTC+03:00) Nairobi,+03:00 Africa/Addis_Ababa,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Africa/Asmara,EAT,+0300,NA,NA,+03:00 Africa/Asmara,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Africa/Asmera,EAT,+0300,E. Africa Standard Time,(UTC+03:00) Nairobi,+03:00 Africa/Asmera,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Africa/Dar_es_Salaam,EAT,+0300,E. Africa Standard Time,(UTC+03:00) Nairobi,+03:00 Africa/Dar_es_Salaam,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Africa/Djibouti,EAT,+0300,E. Africa Standard Time,(UTC+03:00) Nairobi,+03:00 Africa/Djibouti,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Africa/Kampala,EAT,+0300,E. Africa Standard Time,(UTC+03:00) Nairobi,+03:00 Africa/Kampala,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Africa/Mogadishu,EAT,+0300,E. Africa Standard Time,(UTC+03:00) Nairobi,+03:00 Africa/Mogadishu,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Africa/Nairobi,EAT,+0300,E. Africa Standard Time,(UTC+03:00) Nairobi,+03:00 Africa/Nairobi,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Antarctica/Syowa,+03,+0300,E. Africa Standard Time,(UTC+03:00) Nairobi,+03:00 Antarctica/Syowa,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Asia/Aden,+03,+0300,Arab Standard Time,"(UTC+03:00) Kuwait, Riyadh",+03:00 Asia/Aden,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Asia/Amman,+03,+0300,Jordan Standard Time,(UTC+02:00) Amman,+03:00 Asia/Amman,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Asia/Baghdad,+03,+0300,Arabic Standard Time,(UTC+03:00) Baghdad,+03:00 Asia/Baghdad,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Asia/Bahrain,+03,+0300,Arab Standard Time,"(UTC+03:00) Kuwait, Riyadh",+03:00 Asia/Bahrain,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Asia/Damascus,+03,+0300,Syria Standard Time,(UTC+02:00) Damascus,+03:00 Asia/Damascus,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Asia/Istanbul,+03,+0300,NA,NA,+03:00 Asia/Istanbul,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Asia/Kuwait,+03,+0300,Arab Standard Time,"(UTC+03:00) Kuwait, Riyadh",+03:00 Asia/Kuwait,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Asia/Qatar,+03,+0300,Arab Standard Time,"(UTC+03:00) Kuwait, Riyadh",+03:00 Asia/Qatar,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Asia/Riyadh,+03,+0300,Arab Standard Time,"(UTC+03:00) Kuwait, Riyadh",+03:00 Asia/Riyadh,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Etc/GMT-3,+03,+0300,E. Africa Standard Time,(UTC+03:00) Nairobi,+03:00 Etc/GMT-3,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Europe/Istanbul,+03,+0300,Turkey Standard Time,(UTC+02:00) Istanbul,+03:00 Europe/Istanbul,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Europe/Kirov,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Kirov,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Europe/Minsk,+03,+0300,Belarus Standard Time,(UTC+03:00) Minsk,+03:00 Europe/Minsk,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Europe/Simferopol,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Simferopol,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Europe/Volgograd,MSK,+0300,Volgograd Standard Time,(UTC+04:00) Volgograd,+03:00 Europe/Volgograd,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Indian/Antananarivo,EAT,+0300,E. Africa Standard Time,(UTC+03:00) Nairobi,+03:00 Indian/Antananarivo,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Indian/Comoro,EAT,+0300,E. Africa Standard Time,(UTC+03:00) Nairobi,+03:00 Indian/Comoro,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Indian/Mayotte,EAT,+0300,E. Africa Standard Time,(UTC+03:00) Nairobi,+03:00 Indian/Mayotte,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Turkey,+03,+0300,NA,NA,+03:00 Turkey,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
W-SU,MSK,+0300,NA,NA,+03:00 W-SU,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow,Europe/Moscow,MSK,+0300,Russian Standard Time,"(UTC+03:00) Moscow, St. Petersburg, Volgograd (RTZ 2)",+03:00 Europe/Moscow
Africa/Algiers,CET,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Algiers,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos
Africa/Bangui,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Bangui,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos
Africa/Brazzaville,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Brazzaville,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos
Africa/Douala,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Douala,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos
Africa/Kinshasa,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Kinshasa,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos
Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos
Africa/Libreville,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Libreville,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos
Africa/Luanda,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Luanda,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos
Africa/Malabo,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Malabo,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos
Africa/Ndjamena,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Ndjamena,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos
Africa/Niamey,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Niamey,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos,Africa/Lagos,WAT,+0100,W. Central Africa Standard Time,(UTC+01:00) West Central Africa,+01:00 Africa/Lagos
